CVE,Risk,Name
"CVE-2019-0882","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0884","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0885","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0889","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0890","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0891","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0893","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0894","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0895","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0896","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0897","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0898","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0899","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0900","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0901","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0902","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0903","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0911","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0918","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0921","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0930","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0936","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0940","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0961","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0980","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0981","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-11091","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"","None","Microsoft Remote Desktop Connection Installed"
"","None","Microsoft Windows SAM user enumeration"
"CVE-2018-0886","High","CredSSP Remote Code Execution Vulnerability March 2018 Security Update"
"","None","Windows NetBIOS / SMB Remote Host Information Disclosure"
"","None","Microsoft Windows SMB Log In Possible"
"","None","Microsoft Windows SMB Shares Enumeration"
"","None","Microsoft Windows SMB Registry Remotely Accessible"
"","None","Microsoft Windows SMB Registry Not Fully Accessible Detection"
"","None","DCE Services Enumeration"
"","None","DCE Services Enumeration"
"","None","DCE Services Enumeration"
"","None","DCE Services Enumeration"
"","None","DCE Services Enumeration"
"","None","DCE Services Enumeration"
"","None","DCE Services Enumeration"
"","None","DCE Services Enumeration"
"","None","DCE Services Enumeration"
"","None","Microsoft Windows SMB LsaQueryInformationPolicy Function SID Enumeration"
"","None","Microsoft Windows 'Administrators' Group User List"
"","None","Windows Terminal Services Enabled"
"","None","Microsoft Windows SMB Service Detection"
"","None","Microsoft Windows SMB Service Detection"
"","None","Nessus SYN scanner"
"","None","Nessus SYN scanner"
"","None","Nessus SYN scanner"
"","None","Nessus SYN scanner"
"","None","Nessus SYN scanner"
"","None","Microsoft Windows Installed Hotfixes"
"","None","Microsoft Windows SMB : Obtains the Password Policy"
"","None","Nessus Scan Information"
"","None","Microsoft Windows NTLMSSP Authentication Request Remote Network Name Disclosure"
"","None","NetBIOS Multiple IP Address Enumeration"
"","None","Microsoft Windows SMB Registry : OS Version and Processor Architecture"
"","None","Microsoft Windows SMB Versions Supported (remote check)"
"","None","Microsoft Windows SMB2 Dialects Supported (remote check)"
"","None","Microsoft Windows SAM user enumeration"
"","None","Windows NetBIOS / SMB Remote Host Information Disclosure"
"","None","Microsoft Windows SMB Log In Possible"
"","None","Microsoft Windows SMB Shares Enumeration"
"","None","Microsoft Windows SMB Registry Remotely Accessible"
"","None","Microsoft Windows SMB Registry Not Fully Accessible Detection"
"","None","DCE Services Enumeration"
"","None","DCE Services Enumeration"
"","None","DCE Services Enumeration"
"","None","DCE Services Enumeration"
"","None","DCE Services Enumeration"
"","None","DCE Services Enumeration"
"","None","DCE Services Enumeration"
"","None","DCE Services Enumeration"
"","None","DCE Services Enumeration"
"","None","Microsoft Windows SMB LsaQueryInformationPolicy Function SID Enumeration"
"","None","Microsoft Windows 'Administrators' Group User List"
"","None","Windows Terminal Services Enabled"
"","None","Microsoft Windows SMB Service Detection"
"","None","Microsoft Windows SMB Service Detection"
"","None","Nessus SYN scanner"
"","None","Nessus SYN scanner"
"","None","Nessus SYN scanner"
"","None","Nessus SYN scanner"
"","None","Nessus SYN scanner"
"","None","Nessus SYN scanner"
"","None","Nessus SYN scanner"
"","None","Nessus SYN scanner"
"","None","Nessus SYN scanner"
"","None","Microsoft Windows Installed Hotfixes"
"","None","Microsoft Windows SMB : Obtains the Password Policy"
"","None","Nessus Scan Information"
"","None","Microsoft Windows NTLMSSP Authentication Request Remote Network Name Disclosure"
"","None","NetBIOS Multiple IP Address Enumeration"
"","None","Microsoft Windows SMB Registry : OS Version and Processor Architecture"
"","None","Microsoft Windows SMB Versions Supported (remote check)"
"","None","Microsoft Windows SMB2 Dialects Supported (remote check)"
"","None","Microsoft Windows SAM user enumeration"
"","None","Windows NetBIOS / SMB Remote Host Information Disclosure"
"","None","Microsoft Windows SMB Log In Possible"
"","None","Microsoft Windows SMB Shares Enumeration"
"","None","Microsoft Windows SMB Shares Access"
"","None","Microsoft Windows SMB Registry Remotely Accessible"
"","None","Microsoft Windows SMB Registry : Remote PDC/BDC Detection"
"","None","Microsoft Windows SMB Service Enumeration"
"","None","DCE Services Enumeration"
"","None","DCE Services Enumeration"
"","None","DCE Services Enumeration"
"","None","DCE Services Enumeration"
"","None","DCE Services Enumeration"
"","None","DCE Services Enumeration"
"","None","DCE Services Enumeration"
"","None","DCE Services Enumeration"
"","None","DCE Services Enumeration"
"","None","DCE Services Enumeration"
"","None","DCE Services Enumeration"
"","None","DCE Services Enumeration"
"","None","DCE Services Enumeration"
"","None","DCE Services Enumeration"
"","None","DCE Services Enumeration"
"","None","DCE Services Enumeration"
"","None","DCE Services Enumeration"
"","None","Microsoft Windows SMB LsaQueryInformationPolicy Function SID Enumeration"
"","None","Microsoft Windows 'Administrators' Group User List"
"","High","Microsoft Windows Guest Account Belongs to a Group"
"","None","Windows Terminal Services Enabled"
"","None","Microsoft Windows SMB Service Detection"
"","None","Microsoft Windows SMB Service Detection"
"","None","Nessus SYN scanner"
"","None","Nessus SYN scanner"
"","None","Nessus SYN scanner"
"","None","Nessus SYN scanner"
"","None","Nessus SYN scanner"
"","None","Nessus SYN scanner"
"","None","Nessus SYN scanner"
"","None","Nessus SYN scanner"
"","None","Nessus SYN scanner"
"","None","Nessus SYN scanner"
"","None","Nessus SYN scanner"
"","None","Nessus SYN scanner"
"","None","Nessus SYN scanner"
"","None","Nessus SYN scanner"
"","None","Nessus SYN scanner"
"","None","Nessus SYN scanner"
"","None","Microsoft Windows SMB Registry : Winlogon Cached Password Weakness"
"","None","Antivirus Software Check"
"","None","Microsoft Windows SMB : Obtains the Password Policy"
"","None","Nessus Scan Information"
"","None","Microsoft Windows Installed Software Enumeration (credentialed check)"
"","None","Microsoft Windows SMB Share Hosting Office Files"
"","None","BIOS Info (SMB)"
"","None","Google Chrome Detection (Windows)"
"","None","Microsoft Windows Summary of Missing Patches"
"","None","Microsoft Windows SMB Last Logged On User Disclosure"
"","None","Microsoft Windows NTLMSSP Authentication Request Remote Network Name Disclosure"
"","None","NetBIOS Multiple IP Address Enumeration"
"","None","Microsoft Windows SMB Service Config Enumeration"
"","None","Microsoft Windows SMB Registry : Enumerate the list of SNMP communities"
"","None","Microsoft Windows SMB Registry : OS Version and Processor Architecture"
"","None","Microsoft .NET Framework Detection"
"CVE-2010-3190","High","MS11-025: Vulnerability in Microsoft Foundation Class (MFC) Library Could Allow Remote Code Execution (2500212)"
"","None","Microsoft Patch Bulletin Feasibility Check"
"","None","Windows DNS Server Enumeration"
"","None","Microsoft Windows Startup Software Enumeration"
"","None","Microsoft Windows SMB Share Permissions Enumeration"
"","None","SMB QuickFixEngineering (QFE) Enumeration"
"","None","Microsoft Windows Mounted Devices"
"","None","Microsoft Malicious Software Removal Tool Installed"
"","None","Microsoft Internet Explorer Version Detection"
"","None","Microsoft Internet Explorer Enhanced Security Configuration Detection"
"CVE-2014-3566","Medium","MS KB3009008: Vulnerability in SSL 3.0 Could Allow Information Disclosure (POODLE)"
"CVE-2015-0008","High","MS15-011: Vulnerability in Group Policy Could Allow Remote Code Execution (3000483)"
"CVE-2015-6083","High","MS15-124: Cumulative Security Update for Internet Explorer (3116180)"
"CVE-2015-6134","High","MS15-124: Cumulative Security Update for Internet Explorer (3116180)"
"CVE-2015-6135","High","MS15-124: Cumulative Security Update for Internet Explorer (3116180)"
"CVE-2015-6136","High","MS15-124: Cumulative Security Update for Internet Explorer (3116180)"
"CVE-2015-6138","High","MS15-124: Cumulative Security Update for Internet Explorer (3116180)"
"CVE-2015-6139","High","MS15-124: Cumulative Security Update for Internet Explorer (3116180)"
"CVE-2015-6140","High","MS15-124: Cumulative Security Update for Internet Explorer (3116180)"
"CVE-2015-6141","High","MS15-124: Cumulative Security Update for Internet Explorer (3116180)"
"CVE-2015-6142","High","MS15-124: Cumulative Security Update for Internet Explorer (3116180)"
"CVE-2015-6143","High","MS15-124: Cumulative Security Update for Internet Explorer (3116180)"
"CVE-2015-6144","High","MS15-124: Cumulative Security Update for Internet Explorer (3116180)"
"CVE-2015-6145","High","MS15-124: Cumulative Security Update for Internet Explorer (3116180)"
"CVE-2015-6146","High","MS15-124: Cumulative Security Update for Internet Explorer (3116180)"
"CVE-2015-6147","High","MS15-124: Cumulative Security Update for Internet Explorer (3116180)"
"CVE-2015-6148","High","MS15-124: Cumulative Security Update for Internet Explorer (3116180)"
"CVE-2015-6149","High","MS15-124: Cumulative Security Update for Internet Explorer (3116180)"
"CVE-2015-6150","High","MS15-124: Cumulative Security Update for Internet Explorer (3116180)"
"CVE-2015-6151","High","MS15-124: Cumulative Security Update for Internet Explorer (3116180)"
"CVE-2015-6152","High","MS15-124: Cumulative Security Update for Internet Explorer (3116180)"
"CVE-2015-6153","High","MS15-124: Cumulative Security Update for Internet Explorer (3116180)"
"CVE-2015-6154","High","MS15-124: Cumulative Security Update for Internet Explorer (3116180)"
"CVE-2015-6155","High","MS15-124: Cumulative Security Update for Internet Explorer (3116180)"
"CVE-2015-6156","High","MS15-124: Cumulative Security Update for Internet Explorer (3116180)"
"CVE-2015-6157","High","MS15-124: Cumulative Security Update for Internet Explorer (3116180)"
"CVE-2015-6158","High","MS15-124: Cumulative Security Update for Internet Explorer (3116180)"
"CVE-2015-6159","High","MS15-124: Cumulative Security Update for Internet Explorer (3116180)"
"CVE-2015-6160","High","MS15-124: Cumulative Security Update for Internet Explorer (3116180)"
"CVE-2015-6161","High","MS15-124: Cumulative Security Update for Internet Explorer (3116180)"
"CVE-2015-6162","High","MS15-124: Cumulative Security Update for Internet Explorer (3116180)"
"CVE-2015-6164","High","MS15-124: Cumulative Security Update for Internet Explorer (3116180)"
"","None","Veritas NetBackup Installed"
"","None","Microsoft Windows Environment Variables"
"","None","Microsoft Windows Hosts File"
"","None","Microsoft Windows PowerShell Execution Policy"
"","None","Microsoft Windows Scripting Host Settings"
"","None","Microsoft Windows Time Zone Information"
"","None","Application Compatibility Cache"
"","None","Windows Explorer Typed Paths"
"","None","Internet Explorer Typed URLs"
"","None","Windows Explorer Recently Executed Programs"
"","None","MUICache Program Execution History"
"","None","OpenSaveMRU History"
"","None","Microsoft Paint Recent File History"
"","None","Recent File History"
"","None","Recycle Bin Files"
"","None","User Shell Folders Settings"
"","None","Terminal Services History"
"","None","User Download Folder Files"
"","None","UserAssist Execution History"
"","None","Explorer Search History"
"","None","Microsoft Security Rollup Enumeration"
"","None","Chrome Browser Extension Enumeration"
"","None","Microsoft .NET Security Rollup Enumeration"
"","None","Microsoft Windows SMB Versions Supported (remote check)"
"CVE-2017-0170","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8463","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8467","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8486","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8495","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8556","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8557","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8561","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8562","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8563","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8564","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8565","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8573","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8577","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8578","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8580","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8581","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8582","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8587","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8588","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8589","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8590","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8592","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8594","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8602","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8606","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8607","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8608","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"CVE-2017-8618","Critical","Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates"
"","None","Microsoft Windows Network Adapters"
"CVE-2017-8517","High","Security Updates for Internet Explorer (June 2017)"
"CVE-2017-8519","High","Security Updates for Internet Explorer (June 2017)"
"CVE-2017-8522","High","Security Updates for Internet Explorer (June 2017)"
"CVE-2017-8524","High","Security Updates for Internet Explorer (June 2017)"
"CVE-2017-8529","High","Security Updates for Internet Explorer (June 2017)"
"CVE-2017-8547","High","Security Updates for Internet Explorer (June 2017)"
"CVE-2017-5715","High","KB4056898: Windows 8.1 and Windows Server 2012 R2 January 2018 Security Update (Meltdown)(Spectre)"
"CVE-2017-5753","High","KB4056898: Windows 8.1 and Windows Server 2012 R2 January 2018 Security Update (Meltdown)(Spectre)"
"CVE-2017-5754","High","KB4056898: Windows 8.1 and Windows Server 2012 R2 January 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0744","High","KB4056898: Windows 8.1 and Windows Server 2012 R2 January 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0746","High","KB4056898: Windows 8.1 and Windows Server 2012 R2 January 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0747","High","KB4056898: Windows 8.1 and Windows Server 2012 R2 January 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0748","High","KB4056898: Windows 8.1 and Windows Server 2012 R2 January 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0749","High","KB4056898: Windows 8.1 and Windows Server 2012 R2 January 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0751","High","KB4056898: Windows 8.1 and Windows Server 2012 R2 January 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0752","High","KB4056898: Windows 8.1 and Windows Server 2012 R2 January 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0753","High","KB4056898: Windows 8.1 and Windows Server 2012 R2 January 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0754","High","KB4056898: Windows 8.1 and Windows Server 2012 R2 January 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0762","High","KB4056898: Windows 8.1 and Windows Server 2012 R2 January 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0772","High","KB4056898: Windows 8.1 and Windows Server 2012 R2 January 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0788","High","KB4056898: Windows 8.1 and Windows Server 2012 R2 January 2018 Security Update (Meltdown)(Spectre)"
"","None","VMware Tools Detection"
"","None","Microsoft Windows SMB2 Dialects Supported (remote check)"
"CVE-2017-5715","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2017-5753","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2017-5754","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0811","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0813","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0814","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0816","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0817","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0868","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0878","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0881","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0883","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0885","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0886","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0888","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0889","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0891","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0894","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0895","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0896","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0897","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0898","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0899","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0900","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0901","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0904","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0927","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0929","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0932","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0935","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-0942","High","KB4088879: Windows 8.1 and Windows Server 2012 R2 March 2018 Security Update (Meltdown)(Spectre)"
"CVE-2018-3615","High","KB4343888: Windows 8.1 and Windows Server 2012 R2 August 2018 Security Update (Foreshadow)"
"CVE-2018-3620","High","KB4343888: Windows 8.1 and Windows Server 2012 R2 August 2018 Security Update (Foreshadow)"
"CVE-2018-3646","High","KB4343888: Windows 8.1 and Windows Server 2012 R2 August 2018 Security Update (Foreshadow)"
"CVE-2018-8316","High","KB4343888: Windows 8.1 and Windows Server 2012 R2 August 2018 Security Update (Foreshadow)"
"CVE-2018-8339","High","KB4343888: Windows 8.1 and Windows Server 2012 R2 August 2018 Security Update (Foreshadow)"
"CVE-2018-8340","High","KB4343888: Windows 8.1 and Windows Server 2012 R2 August 2018 Security Update (Foreshadow)"
"CVE-2018-8341","High","KB4343888: Windows 8.1 and Windows Server 2012 R2 August 2018 Security Update (Foreshadow)"
"CVE-2018-8343","High","KB4343888: Windows 8.1 and Windows Server 2012 R2 August 2018 Security Update (Foreshadow)"
"CVE-2018-8344","High","KB4343888: Windows 8.1 and Windows Server 2012 R2 August 2018 Security Update (Foreshadow)"
"CVE-2018-8345","High","KB4343888: Windows 8.1 and Windows Server 2012 R2 August 2018 Security Update (Foreshadow)"
"CVE-2018-8348","High","KB4343888: Windows 8.1 and Windows Server 2012 R2 August 2018 Security Update (Foreshadow)"
"CVE-2018-8349","High","KB4343888: Windows 8.1 and Windows Server 2012 R2 August 2018 Security Update (Foreshadow)"
"CVE-2018-8351","High","KB4343888: Windows 8.1 and Windows Server 2012 R2 August 2018 Security Update (Foreshadow)"
"CVE-2018-8353","High","KB4343888: Windows 8.1 and Windows Server 2012 R2 August 2018 Security Update (Foreshadow)"
"CVE-2018-8355","High","KB4343888: Windows 8.1 and Windows Server 2012 R2 August 2018 Security Update (Foreshadow)"
"CVE-2018-8360","High","KB4343888: Windows 8.1 and Windows Server 2012 R2 August 2018 Security Update (Foreshadow)"
"CVE-2018-8371","High","KB4343888: Windows 8.1 and Windows Server 2012 R2 August 2018 Security Update (Foreshadow)"
"CVE-2018-8372","High","KB4343888: Windows 8.1 and Windows Server 2012 R2 August 2018 Security Update (Foreshadow)"
"CVE-2018-8373","High","KB4343888: Windows 8.1 and Windows Server 2012 R2 August 2018 Security Update (Foreshadow)"
"CVE-2018-8385","High","KB4343888: Windows 8.1 and Windows Server 2012 R2 August 2018 Security Update (Foreshadow)"
"CVE-2018-8389","High","KB4343888: Windows 8.1 and Windows Server 2012 R2 August 2018 Security Update (Foreshadow)"
"CVE-2018-8394","High","KB4343888: Windows 8.1 and Windows Server 2012 R2 August 2018 Security Update (Foreshadow)"
"CVE-2018-8398","High","KB4343888: Windows 8.1 and Windows Server 2012 R2 August 2018 Security Update (Foreshadow)"
"CVE-2018-8403","High","KB4343888: Windows 8.1 and Windows Server 2012 R2 August 2018 Security Update (Foreshadow)"
